2765027786,international journal of health promotion and education,1463-5240
2765030024,review federation of american hospitals,0148-9496
2765037536,aromatopia the journal of aromatherapy & natural medicine,0918-4295
2765038718,china health standard management,
2765043744,journal of hazardous toxic and radioactive waste,2153-5493
2765053592,aashto quarterly magazine,0147-4820
2765058705,journal of natural product and plant resources,2231-3184
2765063755,international journal on environmental sciences,0976-4534
2765070396,us china education review,1548-6613
2898348495,european journal of radiology open,2352-0477
2898353726,neurobiology of stress,2352-2895
2898359650,operations research perspectives,2214-7160
2898360838,revue de stomatologie de chirurgie maxillo faciale et de chirurgie orale,2213-6533
2898409622,new negatives in plant science,2352-0264
2898557182,zentralblatt fur bakteriologie parasitenkunde infektionskrankheiten und hygiene zweite naturwissenschaftliche abteilung mikrobiologie der landwirtschaft der technologie und des umweltschutzes,0323-6056
2911293512,siam asa journal on uncertainty quantification,2166-2525
927508,mobile dna,1759-8753
983446,business strategy series,1751-5637
1927638,journal of psychophysiology,0269-8803
2019908,cardiac electrophysiology clinics,1877-9182
6987166,regional trends,
8788103,psychologie du travail et des organisations,1420-2530
17318254,journal of the royal statistical society series a statistics in society,
23260266,international journal of algebra and computation,0218-1967
23939942,current opinion in biotechnology,0958-1669
29939878,journal of toxicology cutaneous and ocular toxicology,0731-3829
38471087,algol bulletin,0084-6198
44416711,natural history,0028-0712
49185410,journal of aging and physical activity,1063-8652
49886757,molecular pain,1744-8069
53699918,international journal of biomaterials,1687-8787
60621485,sociological theory,0735-2751
61615836,journal of empirical theology,0922-2936
62223294,crelle s journal,0075-4102
66787336,auris nasus larynx,0385-8146
67027529,revista romana de bioetica,1583-5170
71470748,estonian journal of earth sciences,1406-0132
72879888,journal of mental health policy and economics,1099-176X
74930560,revista invi,0718-1299
75900202,software concepts and tools structured programming,
81616010,designs codes and cryptography,0925-1022
86718007,british journal of obstetrics and gynaecology,0306-5456
86873097,historia,0018-2311
88055436,international journal of micro air vehicles,1756-8293
89264933,mikrobiyoloji bulteni,0374-9096
89614158,journal of heat transfer transactions of the asme,
94011184,journal of applied school psychology,1537-7903
94893859,working with older people,1366-3666
99961174,journal of earthquake engineering,1363-2469
104337109,essays in criticism,0014-0856
106605015,journal of atomic and molecular sciences,2075-1303
106821438,journal of gastric cancer,1598-1320
109361689,the american journal of the medical sciences,0002-9629
109672102,solar energy materials,0165-1633
111160002,magnetic resonance in medicine,0740-3194
113170167,journal of molecular modeling,0948-5023
113214489,mathematical biosciences and engineering,1547-1063
115109454,journal of plasma and fusion research,0918-7928
115516119,journal of genetics,0022-1333
117824043,journal of restructuring finance,
119118843,journal of maritime archaeology,1557-2285
119265154,american laboratory,0044-7749
124393830,phycological research,1322-0829
124698949,current aging science,1874-6098
127888171,international journal of analytical chemistry,1687-8760
128202773,journal of environmental and engineering geophysics,1083-1363
131548018,bulletin of carnegie museum of natural history,0145-9058
135086837,sustainability science,1862-4057
135713760,global networks a journal of transnational affairs,1470-2266
138338279,madera y bosques,1405-0471
138816438,transactions of the japan society for aeronautical and space sciences,0549-3811
140515991,perspective magazine,0031-5893
143617034,journal of lgbt issues in counseling,1553-8605
144226423,sleep medicine clinics,1556-407X
147803082,autrepart,1278-3986
153802034,yearbook of pathology and laboratory medicine,
160487448,hermes zeitschrift fur klassische philologie,
162033819,polymer international,0959-8103
162196882,studies in higher education,0307-5079
162475533,mini reviews in medicinal chemistry,1389-5575
173252385,british journal of sociology,0007-1315
175885803,world journal of gastrointestinal pharmacology and therapeutics,2150-5349
176204532,british dental journal,0007-0610
189127420,vascular pharmacology,1537-1891
190308653,glasgow mathematical journal,0017-0895
191007255,international review of environmental and resource economics,1932-1465
196079339,acta geologica hungarica,0236-5278
197778482,mechanika,1392-1207
201635232,international journal of diabetes in developing countries,1998-3832
205482884,biological psychiatry,0006-3223
207034676,international organizations law review,1572-3739
207434420,transactions of the korean society of mechanical engineers a,1226-4873
207549998,clinica chimica acta,0009-8981
959590776,board & administrator for administrators only,
1004904615,revista de estudios politicos,0048-7694
1007832672,journal of the academic association of koreanology in japan,0577-9766
1029968391,ceramics art and perception,1035-1841
1041813226,group facilitation a research and applications journal,1534-5653
2483380313,acm transactions on parallel computing,2329-4949
2736388204,revista internacional de pensamiento politico,1885-589X
2736409215,iranian journal of research in english language teaching,
2736492299,e jurnal manajemen,
2736561603,sibirskij lesnoj žurnal,2311-1410
2736817285,acta oeconomica pragensia,0572-3043
2736973499,european clinical respiratory journal,2001-8525
2737158353,revista de direito internacional dos direitos humanos,2318-6526
2737673444,german as a foreign language,1470-9570
2737891808,journal of bioscience and biotechnology,1314-6238
2738222705,glocalism journal of culture politics and innovation,2283-7949
2738277457,international journal of optimization and control theories & applications,2146-0957
2738783730,revista de odontologia da unesp,0101-1774
2738947502,estudios de filosofia practica e historia de las ideas,1515-7180
2738956033,informador tecnico,0122-056X
2739021930,sociological science,2330-6696
2739049323,international journal of research and education,2398-3760
2739344349,annals of library and information studies,
2739405958,indonesia medicus veterinus,2301-7848
2753947589,journal of hygiene epidemiology microbiology and immunology,0022-1732
2754338444,annali di laringologia otologia rinologia faringologia,0066-2267
2754442120,hiroshima journal of medical sciences,0018-2052
2754735317,european journal of dentistry,1305-7456
2754880181,biomedical sciences instrumentation,0067-8856
2755058350,la nouvelle presse medicale,0301-1518
2756319855,critical care nursing quarterly,0887-9303
2764376031,transactions of the vsb technical university of ostrava mechanical series,
2764386743,stainless steel world,1383-7184
2764390542,technocogy of highway and transport,
2764403637,medical science and technology,1895-2089
2764419508,chemical fertilizer design,
2764423839,the sociology of law,0437-6161
2764428821,selcuk journal of applied mathematics,1302-7980
2764444101,scientific investigations map,2329-1311
2764451487,international journal of innovation and scientific research,2351-8014
2764453457,advances in alcohol and substance abuse,0270-3106
2764457413,journal of pomology and horticultural science,
2764464695,nova africa,1136-0437
2764506465,qrc advisor,0747-7384
2764522238,the review of economics and commerce,0286-8342
2764533930,journal of beijing institute of education,1008-228X
2764535250,natural gas technology,
2764537393,south dakota law review,0038-3325
2764542811,journal of entomological research,0378-9519
2764563355,obstetric and gynecologic survey,
2764570718,chinese journal of explosives and propellants,
2764574043,elementary school guidance and counseling,0013-5976
2764574304,sa crime quarterly,1991-3877
2764574876,hydraulics pneumatics & seals,
2764599735,ieice technical report signal processing,
2764625424,livestock research for rural development,0121-3784
2764638391,china mining magazine,
2764643220,anais do seta,
2764649337,journal of jinhua college of profession and technology,
2764649945,the monthly packaging world,
2764652895,health risk analysis,
2764671611,iranian journal of forest and poplar research,1735-0883
2764678361,international journal of agriculture environment and biotechnology,0974-1712
2764686220,problems of a systemic approach to the economy enterprises,
2764707864,journal of tianjin institute of physical education,0577-8948
2764729816,international higher education,1084-0613
2764731801,journal of arts management and law,0733-5113
2764740372,ecological chemistry and engineering a,1898-6188
2764748240,the japanese journal of medical progress,0369-4143
2764752085,canadian journal of film studies,0847-5911
2764788157,udc information,2189-8251
2764790978,journal of technical education and training,
2764803905,journal of economics and statistics,
2764811801,american journal of cardiac imaging,0887-7971
2764818502,advances in the biosciences,0065-3446
2764835268,journal of hebei institute of technology,
2764837983,the journal of northeast asia research,2005-4432
2764840134,diagnostic imaging in clinical medicine,0254-881X
2764846635,international association for development of the information society,
2764854793,advances in laser science iii,
2764861981,journal of xiaogan university,1671-2544
2764863624,journal of jiangsu university of technology,
2764870946,journal of terrorism research,2049-7040
2764883579,managing smart,
2764888799,european cardiology review,
2764890657,journal of global south studies,2476-1397
2764897176,journal of pre clinical and clinical research,1898-2395
2764912784,academic journal of guangdong college of pharmacy,
2764935148,fp essentials,2159-3000
2764938291,american enterprise institute for public policy research,
2764941901,journal of jiangsu university of science and technology,
2764945029,journal of plant physiology and molecular biology,1671-3877
2764949313,al raida journal,0259-9953
2764953456,journal of sinopec management institute,
2764967264,storage and retrieval for image and video databases,
2764970626,international journal of sport studies,
2764997168,china university students career guide,
2764998085,journal of wenzhou university,
2765005735,the japanese journal of cognitive psychology,1348-7264
2765015271,china journal of highway and transport,
2765021131,peb exchange programme on educational building,
2765077297,microbial cell,2311-2638
2898084606,tekhne,1645-9911
2898257554,komplementare und integrative medizin,1863-8678
2898545359,case studies in mechanical systems and signal processing,2351-9886
1267573,chinese birds,1674-7674
3774022,the journal of pediatrics,0022-3476
5447199,food technology,0015-6639
9107773,electron microscopy reviews,0892-0354
9905817,qualitative research journal,1443-9883
9973004,the clearing house,
10075937,journal of cancer research and clinical oncology,0171-5216
15789839,annals of animal science,1642-3402
20172308,journal of computer chemistry japan,1347-1767
26039282,international journal of online engineering,1861-2121
27968812,journal of emergency medicine,1090-1280
35213687,china ocean engineering,0890-5487
36106448,international journal of chinese culture and management,1752-1270
39012697,fundamenta informaticae,0169-2968
43362725,le pharmacien hospitalier,0768-9179
44036404,international journal of injury control and safety promotion,1745-7300
46109600,sexualities,1363-4607
47046129,japanese journal of physiology,0021-521X
48937732,library and information science,0373-4447
49663764,critical care research and practice,2090-1305
50517836,british journal of tuberculosis,0366-0850
51184730,international journal of business excellence,1756-0047
53701631,biophysics,0006-3509
57128295,journal of legislation,0146-9584
57276277,hepato gastroenterology,0172-6390
59323220,hydrological sciences journal journal des sciences hydrologiques,0262-6667
61528851,acta biotheoretica,0001-5342
70236976,annals of science,0003-3790
70936221,international journal of machine consciousness,1793-8430
73374563,learning & memory,1072-0502
75752176,gematologiya i transfuziologiya,
80413395,parasites & vectors,1756-3305
84664706,personnel psychology,0031-5826
87569533,mechanics of advanced materials and structures,1537-6494
89928119,journal of policy and practice in intellectual disabilities,1741-1122
94963806,journal of superconductivity,0896-1107
100513460,homme,
101300946,journal of addictions nursing,1088-4602
101842444,scholarly research exchange,1687-8299
102221297,theater,
104827148,the counseling psychologist,0011-0000
105170393,history of education,0046-760X
105403553,ecclesiology,1744-1366
107749620,daedalus,0011-5266
109369870,pediatric infectious disease journal,0891-3668
110317234,journal of japan society on water environment,
111801275,die sprache,0376-401X
112036919,noesis,1275-7691
114437232,advanced drug delivery reviews,0169-409X
115427279,public health nutrition,1368-9800
116269268,nature reviews endocrinology,1759-5029
117607063,advances in cognitive psychology,1895-1171
118298121,journal of hospitality marketing & management,1936-8623
118780703,international wound journal,1742-4801
120086578,japanese journal of religious studies,0304-1042
124201881,international journal of innovation in the digital economy,
125304229,veterinaria,0372-6827
126067636,biography,0162-4962
132103600,psychogeriatrics,1346-3500
132751470,journal of neuroscience methods,0165-0270
138869467,bioscience hypotheses,1876-746X
141037245,literary imagination,1523-9012
141807352,federal facilities environmental journal,1048-4078
146741597,strategic outsourcing an international journal,1753-8297
150248009,revista de letras,0101-3505
156936584,journal of biological dynamics,1751-3758
158431635,modern chinese literature and culture,1520-9857
162686610,aegean review of the law of the sea and maritime law,
163910978,russian aeronautics (iz vuz),
166568006,journal of the american society for surgery of the hand,
167107504,police quarterly,1098-6111
168195842,journal of anesthesia,0913-8668
169590437,yale review,0044-0124
171347946,semiotica,0037-1998
171907286,the mars journal,
172982486,journal of perinatal & neonatal nursing,0893-2190
173335977,canadian journal of physics,0008-4204
173627905,journal of agricultural & food industrial organization,1542-0485
175310056,die pharmazie,0031-7144
179571979,commonweal,0010-3330
179732398,indian journal of sexually transmitted diseases and aids,0253-7184
182691552,american journal of orthodontics,0002-9416
183285281,advances in computers,0065-2458
184615253,approximation theory and its applications,1000-9221
185288711,transactions of the american neurological association,0065-9479
186746772,transfusion,0041-1132
189408467,volkskunde,0042-8523
189590720,studia scientiarum mathematicarum hungarica,0081-6906
190070981,cardiology research and practice,2090-0597
190981846,evaluation & the health professions,0163-2787
192243282,canadian ethnic studies,0008-3496
192318099,brain impairment,1839-5252
193428046,seminars in respiratory and critical care medicine,1069-3424
196656238,polar biology,0722-4060
199011235,journal of leukocyte biology,0741-5400
201221823,public administration,0033-3298
202500491,the journal of religion,0022-4189
202917008,animal science,1357-7298
206866588,cambridge law journal,0008-1973
206959791,new directions for program evaluation,0164-7989
960015390,american journal of chinese studies,0742-5929
967494592,global business review,0972-1509
1000944648,historia y comunicacion social,1137-0734
1013018724,archaeologia cambrensis,0306-6924
1016321700,academia revista latinoamericana de administracion,
2736719286,ciencia amazonica (iquitos),2221-5948
2736930888,journal on english as a foreign language,2088-1657
2737343529,fluids,2311-5521
2737386180,palaver,2280-4250
2737506891,journal of open flexible and distance learning,1179-7673
2737525135,triplec communication capitalism & critique,
2737584908,kesmas jurnal kesehatan masyarakat nasional,1907-7505
2737668088,rationality markets and morals,1869-778X
2737727534,farabi,1907-0993
2738216893,nirma university journal of engineering and technology,2231-2870
2738265844,public health research & practice,2204-2091
2738368846,nova biotechnologica et chimica,1338-6905
2739013741,econosains jurnal online ekonomi dan pendidikan,2252-8490
2739017139,rasprave casopis instituta za hrvatski jezik i jezikoslovlje,
2739208781,h industri revista de historia de la industria los servicios y las empresas en america latina,1851-703X
2739274081,przegląd geopolityczny,2080-8836
2739303216,journal of tax reform,2412-8872
2754115175,georgian medical news,1512-0112
2754219712,acta obstetrica et gynaecologica japonica,0001-6330
2754533391,archivio di tisiologia e delle malattie dell apparato respiratorio,0365-7426
2754573933,international journal of palliative nursing,1357-6321
2754650344,medizinhistorisches journal,0025-8431
2754651632,circulatory shock,0092-6213
2754945646,revue d odonto stomatologie,0300-9815
2755010233,seikeigeka orthopedic surgery,0030-5901
2755320784,journal of interferon research,0197-8357
2756078883,the new zealand nursing journal,
2756282451,kumamoto igakkai zasshi the journal of the kumamoto medical society,0300-919X
2764348002,applied mathematics a journal of chinese universities,
2764355158,elevator world,0013-6158
2764367084,international journal of materials engineering,2166-5400
2764379944,tropical freshwater biology,0795-0101
2764381859,settler colonial studies,
2764388058,web ecology,1399-1183
2764395064,journal of bioprocessing & biotechniques,2155-9821
2764408782,journal of environmental and analytical toxicology,2161-0525
2764408958,surgical science,2157-9407
2764413502,allergo journal international,2197-0378
2764434009,asian and african studies,
2764443225,journal of anyang institute of technology,
2764446967,china dairy cattle,1004-4264
2764447899,journal of gems & gemmology,
2764451360,the asian man an international journal,0974-6366
2764457171,electronic technology,
2764461494,the quarterly journal of nuclear medicine official publication of the italian association of nuclear medicine,
2764461748,studies in computational intelligence,1860-949X
2764482685,clinical and molecular hepatology,2287-2728
2764492766,journal of hunan vocational college for nationalities,
2764495504,pride institute journal of long term home health care,0743-5088
2764497830,studies of zhouyi,
2764500997,canadian plant disease survey,0008-476X
2764517350,the journal of humanistic counseling education and development,1931-0293
2764525383,journal of changshu college,
2764527250,journal of health care law and policy,1097-4768
2764528463,pepperdine dispute resolution law journal,1536-3090
2764529525,journal of sichuan university,
2764533330,the journal of school leadership,
2764538218,international journal of railway,1976-9067
2764540101,journal of orthopaedic surgery taiwan,1011-6923
2764541374,the journal of weather modification,0739-1781
2764555327,the australian journal of asian law,1839-4191
2764574566,journal of novel physiotherapies,2165-7025
2764597451,journal fur hypertonie austrian journal of hypertension,1028-2327
2764610094,tropical agricultural science & technology,
2764617773,the journal of international business and law,
2764634825,archives of shanxi,
2764635152,the agricultural gazette of new south wales,
2764640688,journal of agriculture biotechnology and ecology,2006-3938
2764657142,the african communist,0001-9976
2764668446,the egyptian orthopaedic journal,
2764670049,mississippi rn,0026-6388
2764681063,journal of tropical agroecotechnology,
2764688988,journal of energy and natural resources law,0264-6811
2764689247,medico legal update,0971-720X
2764698315,journal of agroindustrial technology,2252-3901
2764704429,american journal of food science and technology,2333-4835
2764715567,the bible translator,2051-6770
2764729214,international journal of computing algorithm,2278-2397
2764731010,audiovisual instruction,
2764731508,rudn journal of medicine,2313-0261
2764749099,christianity and history in korea,1598-7256
2764765045,trauma & treatment,2167-1222
2764775570,integrative medicine a clinician s journal,
2764785246,journal of qualitative research in health sciences,
2764793240,the australian journal of language and literacy,1038-1562
2764808588,journal of balkan ecology,1311-0527
2764835007,journal of yunnan college of traditional chinese medicine,
2764859133,history of economic thought and policy,2240-9971
2764864708,sudan journal of medical sciences,1858-5051
2764874295,saint louis university law journal,0036-3030
2764874817,pharmacognosy journal,0975-3575
2764886051,journal of public policy and management review,
2764886630,journal of the korean society of surveying geodesy photogrammetry and cartography,1598-4850
2764891429,journal of health specialties,
2764901196,american bar association journal,0002-7596
2764905072,lwati a journal of contemporary research,1813-2227
2764911280,cosmetic surgery times,
2764912372,the journal of clinical pharmacology and the journal of new drugs,0095-9863
2764920479,bildhaan an international journal of somali studies,1528-6258
2764921162,the judicial review,
2764930739,wseas transactions on signal processing archive,
2764935926,journal of research in interprofessional practice and education,1916-7342
2764940730,computer development & applications,
2764949267,petroleum engineering construction,
2764951345,journal of mmij journal of the mining and materials processing institute of japan,1881-6118
2764962155,journal of stem cells,1556-8539
2765000858,hinckley journal of politics,2163-0798
2765019797,the modern american,
2765027290,ieice technical report neurocomputing,
2765033005,henan radio television university,
2765035113,ethiopia observer,0014-1720
2765035480,s a m p e journal,
2765058229,technical report of ieice hip,
2765058718,civil engineering dimension,1410-9530
2765061350,journal of dental materials and techniques,2252-0317
2765069254,international journal of advanced engineering management and science,
2765072552,times higher education supplement,0049-3929
2765074204,post graduate medical journal of nams,
2765077371,journal of henan college of financial management cadres,
2765077598,the journal of nervous &amp mental disease,
2898275063,european research on management and business economics,2444-8834
8759915,irish political studies,0790-7184
9019866,journal of transnational management,1547-5778
16830515,new zealand journal of educational studies,0028-8276
19164466,acta zoologica cracoviensia series b invertebrata,
20766698,hystrix italian journal of mammalogy,0394-1914
22947807,journal of experimental medicine,0022-1007
23254222,the american economic review,0002-8282
24080515,the open surgery journal,1874-3005
28472999,journal of the institute of wood science,
34816297,scandinavian journal of psychology,0036-5564
35779826,progress in development studies,1464-9934
36505364,revue des langues romanes,0223-3711
36644925,european journal of purchasing & supply management,0969-7012
36662696,chemistry and ecology,0275-7540
38301578,polish journal of ecology,1505-2249
39172745,international journal of protective structures,2041-4196
43553728,clinical and applied immunology reviews,1529-1049
48834210,international journal of psychiatry in medicine,0091-2174
49770870,ecohydrology and hydrobiology,1642-3593
51237963,education review,1094-5296
51842380,chinese journal of structural chemistry,0254-5861
52328560,international journal of shipping and transport logistics,1756-6517
53491324,forschung im ingenieurwesen engineering research,0015-7899
55107261,british journal of pharmacology,0007-1188
55189604,statistics in medicine,0277-6715
61633268,the open fuels & energy science journal,1876-973X
63387040,international journal of applied glass science,2041-1286
69024147,south asia economic journal,1391-5614
69378575,free inquiry,0272-0701
71914880,archaeological review from cambridge,0261-4332
75507510,rangeland journal,1036-9872
77714077,australian museum memoir,0067-1967
84484310,moscow university chemistry bulletin,0027-1314
88344008,applied econometrics and international development,1578-4487
91708095,historia mathematica,0315-0860
95203059,nano communication networks,1878-7789
102255861,international journal of global warming,1758-2083
106903054,wind and structures,1226-6116
107251254,mine water and the environment,1025-9112
109093769,vitis,
110711237,annals of microbiology,1590-4261
127956729,technology and investment,2150-4059
130380010,journal of optical and fiber communications reports,1619-8638
135892068,the neurologist,1074-7931
136211407,ecological economics,0921-8009
137763966,rutgers computer and technology law journal,0735-8938
137799894,foundations of science,1233-1821
138039743,research in nursing & health,0160-6891
141391593,allergologia et immunopathologia,
143526275,sang thrombose vaisseaux,0999-7385
148324379,sigplan notices,0362-1340
155358607,international journal of health care finance & economics,
157620343,american sociological review,0003-1224
160300278,issues & studies,1013-2511
162247841,transfusion medicine reviews,0887-7963
162341422,european journal of archaeology,1461-9571
166696259,european respiratory monograph,1025-448X
169667944,rcsb protein data bank,
169796457,the cryosphere,1994-0416
175484146,nippon suisan gakkaishi,
176624435,breeding research,1344-7629
179095690,preventive cardiology,1520-037X
185020647,neural plasticity,1687-5443
185325801,journal of korea trade,1229-828X
187626162,entrepreneurship theory and practice,1042-2587
187934678,british corrosion journal,0007-0599
198557401,online journal of rural research & policy,1936-0487
201947704,periodica polytechnica chemical engineering,0324-5853
204095610,international journal of computational intelligence research,
205019203,acm transactions on computation theory,1942-3454
207251953,current problems in pediatrics,0045-9380
207420867,journal for the scientific study of religion,0021-8294
958541350,hispania revista espanola de historia,
998365442,botanisk tidsskrift,
1032855054,inquiry,0046-9580
1040098286,international journal of environmental research,1735-6865
2489075544,central european journal of energetic materials,1733-7178
2489302003,miskolc mathematical notes,1586-8850
2499395788,journal of environmental science and management,0119-1144
2595579282,arxiv quantitative methods,
2736317906,nanotechnology science and applications,1177-8903
2736358823,camera separatoria,2083-6392
2736370905,international journal of biomedicine,2158-0510
2736386785,revista de ciencias agroveterinarias,1676-9732
2736443798,neurovascular imaging,2055-5792
2736757063,geoscience letters,2196-4092
2737020672,revista estudios institucionales,2386-8694
2737160027,molecular imaging and radionuclide therapy,2146-1414
2737422392,gestao e sociedade,1980-5756
2737733660,alimentos e nutricao,0103-4235
2738171338,visnik odesʹkogo nacionalʹnogo universitetu bibliotekoznavstvo bibliografoznavstvo knigoznavstvo,
2738671622,regenerative medicine research,2050-490X
2738858805,synergies royaume uni et irlande,1961-9464
2739015590,journal of global buddhism,1527-6457
2739032341,meandros medical and dental journal,2149-9063
2739161749,teosofi,2088-7957
2739270446,historia social y de la educacion,2014-3567
2739427312,jurnal pendidikan dan pemberdayaan masyarakat,2477-2992
2753992871,the japanese journal for midwife,
2754641887,egyptian dental journal,0070-9484
2755101324,the journal of the florida medical association,0015-4148
2755154198,urologiia (russia),
2755909667,il progresso medico,0370-1514
2756090191,the journal of the stomatological society japan,
2764400384,chinese journal of nervous and mental diseases,1002-0152
2764414023,energy storage science and technology,
2764414551,world academy of science engineering and technology,
2764439723,guangxi water resources and hydropower engineering,
2764447173,journal of civil architectural & environmental engineering,
2764450225,senri ethnological studies,0387-6004
2764475738,journal of triticeae crops,1009-1041
2764487344,kobe miscellany,
2764491657,journal of metals materials and minerals,
2764497626,research in medical education,
2764508021,media infotama,1858-2680
2764518604,international journal programmnye produkty i sistemy,
2764518625,networking knowledge journal of the meccsa postgraduate network,1755-9944
2764523392,journal of anhui polytechnic university,
2764524592,journal of aquatic sciences,0189-8779
2764545644,developments in palaeontology and stratigraphy,0920-5446
2764547534,syracuse scholar,0276-6345
2764548887,indian journal of comparative microbiology immunology and infectious diseases,0970-9320
2764553145,journal of geography and regional planning,2070-1845
2764587262,journal of drug discovery and therapeutics,2320-4230
2764597677,interventional neurology,1664-5545
2764608139,international journal of materials science and applications,2327-2635
2764631002,journal of epilepsy research,2233-6249
2764667203,pediatric endosurgery and innovative techniques,1092-6410
2764685603,miscellanea geographica,0867-6046
2764687554,phytopathogenic mollicutes,2249-4669
2764714180,journal of north china institute of astronautic engineer,
2764719320,art monthly australia,1033-4025
2764729031,journal of clinical pulmonary medicine,
2764731397,ujah unizik journal of arts and humanities,1595-1413
2764742799,journal of wuhan textile s h t institute,
2764766107,journal of yunnan university of nationalities,
2764798133,shandong chemical lndustry,
2764799973,journal of jinan uniuersity,
2764809535,journal of law and politics research,1598-5210
2764813512,light alloy fabrication technology,
2764819467,contemporary clinical trials communications,2451-8654
2764823268,modern manufacturing technology and equipment,
2764830463,sumedha journal of management,2277-6753
2764862981,journal of chinese microcirculation,
2764867450,mechanical science and technology,
2764869649,journal of anhui agricultural sciences,0517-6611
2764891859,journal of dental and allied sciences,2277-4696
2764895212,math teacher,
2764896564,advanced systems archive,
2764897241,the australian journal of chinese affairs,0156-7365
2764934386,dna polymorphism,
2764952908,cement technology,
2764966111,journal of african studies,0095-4993
2764971672,equipment environmental engineering,
2764980700,abhinav international monthly refereed journal of research in management & technology,
2764996027,rose research on steiner education,1891-6511
2765007918,journal of pharmaceutical care & health systems,2376-0419
2765021800,icao bulletin,
2765022345,academic journal of chinese pla medical school,
2765044529,middle east studies association bulletin,0026-3184
2765059404,variation in chemical composition of the nervous systemas determined by developmental and genetic factors,
2765060077,northeast network nursing journal,2175-6783
2765061470,island writer magazine,1716-9933
2765077788,international journal of architecture and urban development,2228-7396
2765079177,african urban quarterly,0747-6108
2898222027,revue francophone d orthoptie,1876-2204
2898582427,revista espanola de cardiologia suplementos,1131-3587
3006183880,proceedings of the royal society a mathematical physical and engineering sciences,1364-5021
3012915621,chinese journal of hepatology,1007-3418
362129,couple and family psychology,2160-4096
2912548,journal of engineering design,0954-4828
7689096,anaesthesia,0003-2409
8160132,revista dental press de ortodontia e ortopedia facial,
12440265,journal of criminal law,0022-0183
15127690,relaciones internacionales,
19557735,ekologija,0235-7224
21493419,research strategies,0734-3310
24312346,atomization and sprays,1044-5110
24807848,physical review letters,0031-9007
26764904,politics religion & ideology,2156-7689
30588321,briefings in real estate finance,1473-1894
31771912,new directions for child and adolescent development,1520-3247
40579697,tohoku mathematical journal,0040-8735
40686052,central european neurosurgery,1868-4904
44383424,international journal of radiation biology,0955-3002
48852984,cretaceous research,0195-6671
48985842,the social sciences,1818-5800
50220609,current molecular medicine,1566-5240
51933024,critical studies on terrorism,1753-9161
53053606,microprocessors,0308-5953
59378366,clinical trials,1740-7745
59628311,behavioral and brain sciences,0140-525X
63249557,journal of king abdulaziz university economics and administration,
63621379,howard journal of criminal justice,0265-5527
67965910,international journal of surgery,1743-9159
68667861,bautechnik,0932-8351
68845364,russian journal of bioorganic chemistry,1068-1620
73418008,music theory spectrum,0195-6167
75741262,langmuir,0743-7463
78750095,psychosomatic medicine,0033-3174
81453128,annals of agricultural and environmental medicine,1232-1966
81851855,journal of applied toxicology,0260-437X
83007638,bangladesh veterinarian,1012-5949
95924999,child language teaching and therapy,0265-6590
104431058,the open tissue engineering and regenerative medicine journal,1875-0435
110368005,comprehensive psychiatry,0010-440X
114992977,turkish journal of fisheries and aquatic sciences,1303-2712
124621927,handbook of international economics,1573-4404
129397763,the journal of nuclear medicine,0161-5505
133488027,journal of applied fire science,1044-4300
133520368,international journal of critical computer based systems,1757-8779
140378306,evolutionary applications,1752-4571
140962333,nachrichten aus chemie technik und laboratorium,
142451062,anadolu kardiyoloji dergisi the anatolian journal of cardiology,
146035217,genomics,0888-7543
150708336,journal of strength and conditioning research,1064-8011
151779546,romanian journal of information science and technology,1453-8245
152445846,design studies,0142-694X
153527428,journal of thoracic imaging,0883-5993
155380582,electronics,
159428877,journal of media practice,1468-2753
164150133,journal of ect,1095-0680
165210498,annual review of materials research,1531-7331
170430865,laser physics,1054-660X
171405753,prenatal diagnosis,0197-3851
173913354,document design,1388-8951
174221484,international journal of applied linguistics,0802-6106
175110998,development southern africa,0376-835X
175963831,trimestre economico,
176126597,journal of veterinary cardiology,1760-2734
177864979,molecular and chemical neuropathology,1044-7393
178325816,russian journal of applied chemistry,1070-4272
179548887,gradhiva,0764-8928
183798913,applied linguistics,0142-6001
184799261,canadian journal of dietetic practice and research,1486-3847
187219779,the open environmental journal,
187619895,etudes anglaises,0014-195X
191738791,parkinson s disease,2042-0080
192894947,mobile networks and applications,1383-469X
192935290,discourse & society,0957-9265
194835164,journal of natural history,0022-2933
195362841,international journal of technology marketing,
196196758,cahiers de psychologie clinique,1370-074X
196568986,chest surgery clinics of north america,1052-3359
196623810,revista clinica espanola,0014-2565
199236211,psychosomatik und konsiliarpsychiatrie,
199377086,environment and planning d society & space,
203585231,current psychology,1046-1310
207414187,journal of humanistic psychology,0022-1678
207632487,techniques in knee surgery,1536-0636
946211752,le museon,0771-6494
1009013811,synthesis la plata,0328-1205
1010596643,australasian journal of bone & joint medicine,1447-5529
2736308155,perspektif,1410-3648
2736378198,derecho y ciencias sociales,1852-2971
2736386206,world journal on educational technology,1309-1506
2736400420,revista em agronegocio e meio ambiente,1981-9951
2736436647,ciencias psicologicas,1688-4094
2736697691,revista de investigacion desarrollo e innovacion,
2736787360,production and manufacturing research an open access journal,2169-3277
2736916471,revista interamericana de ambiente y turismo,0717-6651
2737042486,journal of advanced veterinary and animal research,2311-7710
2737191532,the eurocall review,1695-2618
2737494645,comparative professional pedagogy,2308-4081
2738005803,augm domus,1852-2181
2738241810,chronic wound care management and research,2324-481X
2738353961,nouvelle revue synergies canada,2292-2261
2738494360,revista letrando,2317-0735
